0.002167789641274806,462,normal
0.0021677531859948247,455,normal
0.002216572160119409,445,normal
0.0021841375677435246,445,normal
0.0021520615667430785,458,normal
0.0021485374819847844,466,normal
0.0021515491273668076,451,normal
0.002167929636749402,455,normal
0.002150133604644447,466,normal
0.0021650513813266286,448,normal
0.002163476242131485,463,normal
0.0021669752645812577,448,normal
0.002155203787972682,458,normal
0.002191657212900956,450,normal
0.0021985311593328205,449,normal
0.002206757998787234,447,normal
0.0021905401017930774,451,normal
0.002156713598405767,458,normal
0.0021590830986959893,457,normal
0.0021464159805530555,460,normal
0.002155602496603261,461,normal
0.0021495527575630287,459,normal
0.0021405935287475584,461,normal
0.0021338892086467617,462,normal
0.002125509356834461,464,normal
0.0021244707169337097,464,normal
0.0021284409269658328,464,normal
0.002131517315323735,463,normal
0.0021454773697198604,460,normal
0.0021356703661010476,462,normal
0.002146871521062581,460,normal
0.0021484845590383204,459,normal
0.002145720982603518,460,normal
0.002147613654490642,459,normal
0.002135796040102613,462,normal
0.002135038893031453,462,normal
0.0021435684627956813,460,normal
0.0021576239713172163,458,normal
0.002183448623966526,445,normal
0.0021865887112087674,451,normal
0.0021724921978072613,454,normal
0.002182015294246293,452,normal
0.002197758959872382,449,normal
0.0021929156806792874,450,normal
0.002193171091228392,450,normal
0.002179137373392561,453,normal
0.0021535974623598728,458,normal
0.0021603248621288097,457,normal
0.0021260860929221367,464,normal
0.0021229889886132604,465,normal
0.0021256917509539374,465,normal
0.002117023673108829,466,normal
0.0021364921602923543,462,normal
0.0021639954912793507,456,normal
0.0021733863990564747,454,normal
0.000145892899343214,6855,DoS
0.000145306924698814,6882,DoS
0.00014653863505710522,6824,DoS
0.00014842859073376145,6737,DoS
0.00014662735621973573,6820,DoS
0.00014591940786848275,6853,DoS
0.00014440511293593064,6925,DoS
0.00014701202991621894,6802,DoS
0.00014480550076804413,6906,DoS
0.00014797187828887085,6758,DoS
0.0001490463724289896,6709,DoS
0.00014597123556763588,6851,DoS
0.0001461267192542849,6843,DoS
0.00014625909106643525,6837,DoS
0.00014676810465736676,6814,DoS
0.0001463265155918965,6834,DoS
0.00014662225149579544,6820,DoS
0.00014852613334633095,6733,DoS
0.00014796450379086403,6758,DoS
0.0001462423367268059,6838,DoS
0.0001461814370071679,6841,DoS
0.00014591157888711994,6853,DoS
0.00014635501259016513,6832,DoS
0.00014657947682313854,6823,DoS
0.0001499687908327667,6668,DoS
0.0001532577942076963,6525,DoS
0.00014979817176386738,6675,DoS
0.0001480390872339684,6755,DoS
0.0001464320262692166,6829,DoS
0.0001471863918902508,6794,DoS
0.00014952249870682505,6688,DoS
0.00014981013913336076,6675,DoS
0.00015066771567622317,6637,DoS
0.00014540592968082484,6877,DoS
0.00014861978758813084,6729,DoS
0.00014916053907419166,6704,DoS
0.00014827510608015154,6744,DoS
0.00014872365137588475,6724,DoS
0.00014953099073067134,6687,DoS
0.00015026225246822722,6655,DoS
0.00014997451259257715,6668,DoS
0.00014258797890923734,7013,DoS
0.0001393276180577783,7177,DoS
0.00014021696678402732,7089,DoS
0.0001502276326601322,6657,DoS
0.0001483786829608646,6740,DoS
0.000148076864215435,6753,DoS
0.00014697855296563213,6804,DoS
0.00014492362664218986,6900,DoS
0.00014270485179137748,7007,DoS
0.00014526351533055237,6885,DoS
0.00014744756355730064,6782,DoS
0.000145113900714758,6891,DoS
0.00014648923070439488,6826,DoS
0.00014603621250874288,6661,DoS
0.0007219784526618379,1386,High
0.000735950715944182,1358,High
0.0007471084238079473,1338,High
0.0007303946199472885,1369,High
0.0007481925049971106,1336,High
0.0007376428019956469,1356,High
0.0007416031127159957,1349,High
0.0007473306149444923,1338,High
0.000751945089144879,1329,High
0.000747487717987266,1338,High
0.0007455482511399306,1340,High
0.0007509414414714154,1331,High
0.0007190524245337616,1391,High
0.0007478405027353808,1336,High
0.0007416044417893169,1348,High
0.0007444687642923233,1343,High
0.0007394115453645267,1352,High
0.0007367910054337054,1356,High
0.000750264247974476,1333,High
0.000748909216770704,1335,High
0.0007438309679443541,1343,High
0.0007496992627749832,1334,High
