2F9,101
305,102
3CD,100
208,93
348,50
34D,36
228,66
452,21
412,22
40D,28
44D,25
3F2,21
38D,25
432,21
468,19
592,11
4F2,10
50E,11
572,11
612,10
30D,28
532,11
495,11
72,11
588,10
488,10
50D,8
4B2,1
492,1
5B2,1
7F2,1
4D2,1
700,2
795,1
788,1
792,1
552,1
78D,1
